renderer,frame_size,mean_spectral_lsd_db,mean_envelope_lsd_db,mean_waveform_correlation,mean_abs_rms_delta_db,mean_target_comb_db,mean_old_family_leak_db,mean_double_family_risk,mean_flatness_error,mean_transient_peak_error_ms,mean_transient_width_error_ms,all_finite
event_anchored_ownership,256,8.479259161693484,3.5914744198551625,0.18725574469201897,2.6800808447756,-0.4799264302608901,8.548785317746981,0.8622102984768862,0.03316115521492813,0.17708333333333334,0.520833333333333,1
phase_coherent_peak_regions,256,11.52013041361131,6.345840382086424,-0.03538677424620137,2.0897024749175737,4.067712609891814,-3.7411224500820683,0.3299693575663017,0.2513562179425435,8.0625,4.781250000000005,1
phase_covariant_ownership,256,9.443586552644504,4.281742846881959,0.17979546916162384,3.4655537759356903,-0.6062609055906256,4.766285332488307,0.7401787924742715,0.052702509267014475,0.3125,0.854166666666667,1
single_field_ownership,256,12.614223677391411,6.557489379526155,-6.865402794950584e-05,3.7994435063398244,-0.4484715784007598,0.44316760919532805,0.5173940682725102,0.03649047020398263,11.666666666666666,30.697916666666668,1
uniform_wide_field,256,15.65599001395382,9.273119996546503,0.024070914358873277,8.321947377237569,-0.05708879466296641,3.20675435131334,0.6589506782785431,0.04282072872802789,29.145833333333336,1.5625000000000049,1
